type,minute,game_id,player_id,club_id,description,player_in,player_assist
Substitutions,79,4316275,428791,330,", Tactical",53922,0
Substitutions,79,4316275,700933,28022,", Tactical",519851,0
Cards,3,4316275,303140,330,"2. Yellow card  , Foul",0,0
Cards,37,4316275,400960,330,"2. Yellow card  , Foul",0,0
Cards,45,4316275,808507,28022,"2. Yellow card  , Foul",0,0
Cards,58,4316275,617687,28022,1. Yellow card,0,0
Cards,64,4316275,169179,28022,"2. Yellow card  , Dissent",0,0
Cards,77,4316275,166032,28022,"1. Yellow card  , Foul",0,0
Cards,81,4316275,563692,330,"1. Yellow card  , Time wasting",0,0
Cards,86,4316275,563692,330,"Red card  , Serious foul",0,0
Cards,88,4316275,553459,330,"1. Yellow card  , Foul",0,0
Goals,14,4316235,284727,585,", Header, 1. Goal of the Season Assist: , Cross, 1. Assist of the Season",0,565232
Goals,52,4316235,223560,585,", Penalty, 1. Goal of the Season",0,0
Goals,76,4316235,689017,585,", Solo run, 2. Goal of the Season Assist: , Pass, 1. Assist of the Season",0,468304
Substitutions,46,4316235,725049,15172,", Tactical",638269,0
Substitutions,46,4316235,868491,15172,", Tactical",738507,0
Substitutions,54,4316235,552242,15172,", Tactical",435489,0
Substitutions,54,4316235,982198,15172,", Tactical",1226150,0
Substitutions,72,4316235,503343,585,", Tactical",468304,0
Substitutions,72,4316235,284727,585,", Tactical",689017,0
Substitutions,81,4316235,892089,585,", Tactical",482144,0
Substitutions,82,4316235,229736,585,", Tactical",861852,0
Substitutions,88,4316235,223560,585,", Tactical",567249,0
Substitutions,89,4316235,372013,15172,", Tactical",350766,0
Cards,33,4316235,552242,15172,"1. Yellow card  , Foul",0,0
Cards,39,4316235,725049,15172,"1. Yellow card  , Foul",0,0
Cards,47,4316235,738507,15172,"Yellow card  , Foul",0,0
Cards,51,4316235,373150,15172,"Red card  , Foul",0,0
Cards,63,4316235,738507,15172,"Second yellow  , Foul",0,0
Cards,84,4316235,372013,15172,"1. Yellow card  , Dissent",0,0
Goals,4,4316231,592347,537,", Right-footed shot, 1. Goal of the Season",0,0
Goals,9,4316231,103381,537,", Penalty, 2. Goal of the Season",0,0
Goals,53,4316231,273438,537,", Left-footed shot, 2. Goal of the Season Assist: , Pass, 1. Assist of the Season",0,592347
Goals,61,4316231,309193,537,", Direct free kick, 1. Goal of the Season",0,0
Goals,80,4316231,497494,537,", Left-footed shot, 1. Goal of the Season Assist: , Pass, 1. Assist of the Season",0,800732
Goals,85,4316231,606136,10492,", Header, 1. Goal of the Season Assist: , Corner, 1. Assist of the Season",0,813120
Substitutions,43,4316231,29091,10492,", Tactical",363174,0
Substitutions,46,4316231,884072,537,", Tactical",800732,0
Substitutions,46,4316231,856047,537,", Tactical",76746,0
Substitutions,46,4316231,535037,10492,", Tactical",1053933,0
Substitutions,46,4316231,102574,10492,", Tactical",813120,0
Substitutions,62,4316231,103381,537,", Tactical",110078,0
Substitutions,62,4316231,195810,537,", Tactical",149577,0
Substitutions,65,4316231,816144,10492,", Tactical",583064,0
Substitutions,72,4316231,592347,537,", Tactical",497494,0
Substitutions,83,4316231,892091,10492,", Tactical",1086632,0
Cards,8,4316231,809716,10492,"Yellow card  , Foul",0,0
Cards,18,4316231,788402,10492,"1. Yellow card  , Foul",0,0
Cards,35,4316231,884072,537,"1. Yellow card  , Foul",0,0
Cards,38,4316231,809716,10492,"Second yellow  , Foul",0,0
Cards,38,4316231,79242,10492,"2. Yellow card  , Dissent",0,0
Cards,77,4316231,364972,537,"1. Yellow card  , Foul",0,0
Cards,90,4316231,800732,537,"1. Yellow card  , Foul",0,0
Goals,71,4316234,457533,679,", Left-footed shot, 2. Goal of the Season",0,0
Substitutions,42,4316234,236202,6600,", Injury",1095552,0
Substitutions,46,4316234,503052,679,", Tactical",658678,0
Substitutions,46,4316234,593205,679,", Tactical",711600,0
Substitutions,61,4316234,687359,6600,", Tactical",294873,0
Substitutions,62,4316234,277335,6600,", Tactical",275381,0
Substitutions,77,4316234,119905,6600,", Tactical",982549,0
Substitutions,78,4316234,678439,6600,", Tactical",703322,0
Substitutions,84,4316234,148765,679,", Tactical",195882,0
Substitutions,85,4316234,369556,679,", Tactical",177845,0
Substitutions,90,4316234,711600,679,", Tactical",1115489,0
Cards,8,4316234,119905,6600,"1. Yellow card  , Handball",0,0
Cards,9,4316234,369556,679,"1. Yellow card  , Foul",0,0
Cards,29,4316234,958598,6600,"1. Yellow card  , Foul",0,0
Cards,36,4316234,687359,6600,"1. Yellow card  , Foul",0,0
Cards,45,4316234,428783,6600,"1. Yellow card  , Foul",0,0
Cards,79,4316234,26267,679,"1. Yellow card  , Foul",0,0
Cards,82,4316234,45431,679,"1. Yellow card  , Foul",0,0
Cards,85,4316234,674732,6600,"2. Yellow card  , Foul",0,0
Cards,86,4316234,457533,679,"Yellow card  , Foul",0,0
Cards,87,4316234,457533,679,"Second yellow  , Foul",0,0
Substitutions,46,4316232,363173,614,", Tactical",432895,0
Substitutions,59,4316232,385271,614,", Injury",341705,0
Substitutions,60,4316232,844797,1023,", Tactical",371009,0
Substitutions,71,4316232,735573,1023,", Tactical",608216,0
Substitutions,71,4316232,147361,1023,", Tactical",75435,0
Substitutions,76,4316232,435485,614,", Tactical",397458,0
Substitutions,77,4316232,458710,1023,", Tactical",1056993,0
Substitutions,77,4316232,432953,1023,", Tactical",574772,0
Cards,15,4316232,385271,614,"1. Yellow card  , Foul",0,0
Cards,21,4316232,147361,1023,"2. Yellow card  , Foul",0,0
Cards,35,4316232,288431,614,"2. Yellow card  , Foul",0,0
Cards,42,4316232,458710,1023,1. Yellow card,0,0
Cards,45,4316232,69400,1023,1. Yellow card,0,0
Cards,45,4316232,353108,614,1. Yellow card,0,0
Cards,69,4316232,215390,1023,"1. Yellow card  , Foul",0,0
Cards,70,4316232,215616,614,"1. Yellow card  , Foul",0,0
Cards,84,4316232,371009,1023,"1. Yellow card  , Dissent",0,0
Goals,20,4316229,365368,2125,", Left-footed shot, 1. Goal of the Season",0,0
Goals,57,4316229,671572,2125,", Header, 1. Goal of the Season Assist: , Corner, 1. Assist of the Season",0,365368
Goals,69,4316229,875328,10010,", Left-footed shot, 2. Goal of the Season",0,0
Goals,72,4316229,205041,10010,", Right-footed shot, 1. Goal of the Season Assist: , Pass, 1. Assist of the Season",0,875328
Substitutions,46,4316229,859135,2125,", Tactical",352890,0
Substitutions,59,4316229,544259,10010,", Tactical",875328,0
Substitutions,60,4316229,104326,10010,", Tactical",793815,0
Substitutions,60,4316229,52896,10010,", Tactical",205041,0
Substitutions,73,4316229,371996,2125,", Tactical",48974,0
Substitutions,73,4316229,76191,2125,", Tactical",366450,0
Substitutions,74,4316229,325196,2125,", Tactical",544464,0
Substitutions,78,4316229,435239,2125,", Tactical",574904,0
Substitutions,82,4316229,392487,10010,", Tactical",388266,0
Substitutions,82,4316229,727751,10010,", Tactical",257740,0
Cards,23,4316229,859135,2125,"1. Yellow card  , Foul",0,0
Cards,42,4316229,365368,2125,"1. Yellow card  , Foul",0,0
Cards,48,4316229,120443,10010,"1. Yellow card  , Foul",0,0
Cards,51,4316229,104326,10010,"1. Yellow card  , Foul",0,0
Cards,66,4316229,325196,2125,"1. Yellow card  , Foul",0,0
Cards,90,4316229,257740,10010,"2. Yellow card  , Foul",0,0
Goals,25,4316228,480774,330,", Right-footed shot, 1. Goal of the Season Assist: , Pass, 1. Assist of the Season",0,330085
Goals,35,4316228,428791,330,", Right-footed shot, 1. Goal of the Season Assist: , 2. Assist of the Season",0,80562
Goals,45,4316228,346766,330,", Left-footed shot, 1. Goal of the Season Assist: , Pass, 2. Assist of the Season",0,330085
Substitutions,46,4316228,401534,609,", Tactical",613873,0
Substitutions,46,4316228,480774,330,", Tactical",553459,0
Substitutions,46,4316228,520629,609,", Tactical",484848,0
Substitutions,62,4316228,349513,609,", Tactical",627221,0
Substitutions,62,4316228,213619,609,", Tactical",587328,0
Substitutions,69,4316228,258254,330,", Tactical",303140,0
Substitutions,77,4316228,330085,330,", Tactical",1083070,0
Substitutions,77,4316228,428791,330,", Tactical",89718,0
Substitutions,77,4316228,218118,609,", Tactical",408958,0
Substitutions,83,4316228,89297,330,", Tactical",341701,0
Cards,65,4316228,744024,609,"1. Yellow card  , Foul",0,0
Cards,68,4316228,428791,330,"1. Yellow card  , Foul",0,0
Cards,72,4316228,218118,609,"1. Yellow card  , Foul",0,0
Cards,89,4316228,303140,330,1. Yellow card,0,0
Goals,5,4316233,670965,8793,", Right-footed shot, 2. Goal of the Season Assist: , Pass, 1. Assist of the Season",0,668234
Substitutions,58,4316233,215915,199,", Tactical",262262,0
Substitutions,61,4316233,614328,8793,", Tactical",975191,0
Substitutions,61,4316233,668234,8793,", Tactical",479587,0
Substitutions,69,4316233,730708,199,", Tactical",1007378,0
Substitutions,69,4316233,213368,199,", Tactical",489893,0
Substitutions,76,4316233,1084081,8793,", Tactical",743951,0
Substitutions,76,4316233,670965,8793,", Tactical",577407,0
Substitutions,76,4316233,162883,8793,", Tactical",355496,0
Substitutions,83,4316233,491701,199,", Tactical",57229,0
Substitutions,84,4316233,565009,199,", Tactical",1029227,0
Cards,27,4316233,921863,8793,"1. Yellow card  , Foul",0,0
Cards,38,4316233,162883,8793,"1. Yellow card  , Dissent",0,0
Cards,40,4316233,614328,8793,"1. Yellow card  , Foul",0,0
Cards,45,4316233,213368,199,"1. Yellow card  , Foul",0,0
Cards,71,4316233,546530,199,"2. Yellow card  , Foul",0,0
Cards,79,4316233,975191,8793,"1. Yellow card  , Foul",0,0
Goals,44,4316227,332259,210,", Right-footed shot, 2. Goal of the Season Assist: , Pass, 1. Assist of the Season",0,312294
Substitutions,21,4316227,169179,28022,", Injury",995883,0
Substitutions,54,4316227,1084816,210,", Injury",61891,0
Substitutions,66,4316227,392809,28022,", Tactical",519851,0
Substitutions,67,4316227,347100,28022,", Tactical",700933,0
Substitutions,69,4316227,332259,210,", Tactical",458251,0
Substitutions,70,4316227,808507,28022,", Tactical",430761,0
Substitutions,70,4316227,129129,210,", Tactical",1083600,0
Substitutions,79,4316227,675178,28022,", Tactical",985755,0
Substitutions,79,4316227,350342,28022,", Tactical",432958,0
Substitutions,85,4316227,312294,210,", Tactical",959092,0
Substitutions,85,4316227,906774,210,", Tactical",373174,0
Substitutions,90,4316227,1086375,210,", Tactical",978004,0
Cards,12,4316227,808507,28022,"1. Yellow card  , Foul",0,0
Cards,15,4316227,350342,28022,"1. Yellow card  , Foul",0,0
Cards,42,4316227,906774,210,"1. Yellow card  , Foul",0,0
Cards,78,4316227,458251,210,"1. Yellow card  , Foul",0,0
Cards,89,4316227,1083600,210,"1. Yellow card  , Time wasting",0,0
Cards,90,4316227,145400,210,"1. Yellow card  , Dissent",0,0
Goals,10,4316230,67920,2462,", Header, 1. Goal of the Season Assist: , Cross, 1. Assist of the Season",0,44501
Goals,53,4316230,815558,2462,", Left-footed shot, 1. Goal of the Season Assist: , Pass, 1. Assist of the Season",0,198250
Goals,55,4316230,334229,978,", Header, 2. Goal of the Season Assist: , Pass, 1. Assist of the Season",0,644157
Substitutions,46,4316230,212114,978,", Tactical",834481,0
Substitutions,46,4316230,313830,978,", Tactical",644157,0
Substitutions,46,4316230,862574,978,", Tactical",1012564,0
Substitutions,46,4316230,35537,2462,", Tactical",207446,0
Substitutions,71,4316230,659264,978,", Tactical",670968,0
Substitutions,74,4316230,67920,2462,", Tactical",387611,0
Substitutions,88,4316230,54590,2462,", Tactical",856085,0
Substitutions,88,4316230,668268,2462,", Injury",75615,0
Substitutions,90,4316230,373189,978,", Tactical",733579,0
Cards,7,4316230,35537,2462,"1. Yellow card  , Foul",0,0
Cards,27,4316230,313830,978,"1. Yellow card  , Foul",0,0
Cards,28,4316230,67920,2462,2. Yellow card,0,0
Cards,28,4316230,412594,978,1. Yellow card,0,0
Cards,66,4316230,800176,2462,"2. Yellow card  , Foul",0,0
Cards,66,4316230,334229,978,"1. Yellow card  , Dissent",0,0
Cards,68,4316230,644157,978,"1. Yellow card  , Foul",0,0
Cards,77,4316230,670968,978,"1. Yellow card  , Foul",0,0
Cards,89,4316230,387611,2462,"2. Yellow card  , Foul",0,0
Goals,50,4316311,84695,978,", Header, 1. Goal of the Season Assist: , Corner, 1. Assist of the Season",0,37647
Goals,56,4316311,334229,978,", Tap-in, 3. Goal of the Season Assist: , Cross, 2. Assist of the Season",0,37647
Goals,89,4316311,366450,2125,", Right-footed shot, 1. Goal of the Season",0,0
Substitutions,46,4316311,212114,978,", Tactical",868891,0
Substitutions,46,4316311,544464,2125,", Tactical",325196,0
Substitutions,58,4316311,574904,2125,", Tactical",366450,0
Substitutions,66,4316311,365368,2125,", Tactical",215212,0
Substitutions,66,4316311,371996,2125,", Tactical",940479,0
Substitutions,67,4316311,37647,978,", Tactical",574765,0
Substitutions,79,4316311,976561,2125,", Tactical",48974,0
Substitutions,80,4316311,671145,978,", Injury",412594,0
Substitutions,80,4316311,313830,978,", Tactical",862574,0
Substitutions,90,4316311,868891,978,", Tactical",430339,0
Cards,27,4316311,84695,978,"1. Yellow card  , Foul",0,0
Cards,57,4316311,659264,978,"2. Yellow card  , Foul",0,0
Cards,59,4316311,366450,2125,"1. Yellow card  , Foul",0,0
Cards,65,4316311,313830,978,"2. Yellow card  , Time wasting",0,0
Cards,84,4316311,373189,978,"1. Yellow card  , Foul",0,0
Cards,90,4316311,607817,2125,"Red card  , Violent conduct",0,0
Cards,90,4316311,574765,978,"1. Yellow card  , Dissent",0,0
Goals,28,4316313,552240,2462,", Own-goal",0,0
Goals,32,4316313,861852,585,", Right-footed shot, 1. Goal of the Season Assist: , Pass, 1. Assist of the Season",0,662332
Goals,84,4316313,139867,585,", Left-footed shot, 1. Goal of the Season",0,0
Substitutions,46,4316313,815558,2462,", Tactical",856085,0
Substitutions,46,4316313,113586,2462,", Tactical",884070,0
Substitutions,61,4316313,662332,585,", Tactical",515638,0
Substitutions,61,4316313,468304,585,", Tactical",743593,0
Substitutions,61,4316313,861852,585,", Tactical",567249,0
Substitutions,79,4316313,565232,585,", Tactical",689017,0
Substitutions,79,4316313,1119009,2462,", Tactical",261309,0
Substitutions,79,4316313,346065,2462,", Tactical",592344,0
Substitutions,85,4316313,167724,2462,", Tactical",44501,0
Substitutions,90,4316313,662326,585,", Tactical",729264,0
Cards,9,4316313,468304,585,"1. Yellow card  , Foul",0,0
Cards,23,4316313,387611,2462,"3. Yellow card  , Foul",0,0
Cards,24,4316313,113586,2462,"1. Yellow card  , Foul",0,0
Cards,34,4316313,229736,585,"1. Yellow card  , Foul",0,0
Cards,45,4316313,223560,585,3. Yellow card,0,0
Cards,56,4316313,997714,2462,"2. Yellow card  , Foul",0,0
Cards,59,4316313,552240,585,"3. Yellow card  , Foul",0,0
Cards,90,4316313,515638,585,"1. Yellow card  , Foul",0,0
Goals,10,4316314,348354,10870,", Right-footed shot, 1. Goal of the Season Assist: , Pass, 2. Assist of the Season",0,542598
Goals,41,4316314,273438,537,", Header, 3. Goal of the Season Assist: , Corner, 1. Assist of the Season",0,217886
Substitutions,57,4316314,884072,537,", Tactical",309193,0
Substitutions,57,4316314,800175,537,", Tactical",592347,0
Substitutions,57,4316314,217886,537,", Tactical",800732,0
Substitutions,64,4316314,273438,537,", Tactical",364972,0
Substitutions,64,4316314,404321,10870,", Tactical",162807,0
Substitutions,64,4316314,74758,10870,", Tactical",265660,0
Substitutions,72,4316314,856047,537,", Tactical",76746,0
Substitutions,72,4316314,542598,10870,", Tactical",788361,0
Substitutions,72,4316314,348354,10870,", Tactical",829968,0
Substitutions,83,4316314,982617,10870,", Tactical",323452,0
Cards,1,4316314,432914,537,"1. Yellow card  , Handball",0,0
Cards,24,4316314,55250,10870,"1. Yellow card  , Foul",0,0
Cards,49,4316314,982617,10870,"1. Yellow card  , Foul",0,0
Cards,54,4316314,217886,537,"1. Yellow card  , Foul",0,0
Cards,60,4316314,856047,537,"1. Yellow card  , Foul",0,0
Cards,74,4316314,891353,537,"1. Yellow card  , Time wasting",0,0
Cards,81,4316314,800732,537,"2. Yellow card  , Foul",0,0
Cards,88,4316314,379752,537,"2. Yellow card  , Foul",0,0
Cards,90,4316314,162807,10870,"2. Yellow card  , Taking off shirt",0,0
Cards,90,4316314,262851,10870,"3. Yellow card  , Dissent",0,0
Goals,81,4316315,225984,609,", Left-footed shot, 2. Goal of the Season Assist: , Pass, 1. Assist of the Season",0,744024
Substitutions,63,4316315,738507,15172,", Tactical",262474,0
Substitutions,66,4316315,613873,609,", Tactical",1072630,0
Substitutions,67,4316315,213619,609,", Tactical",587328,0
Substitutions,72,4316315,480274,15172,", Tactical",418530,0
Substitutions,72,4316315,719251,15172,", Tactical",982198,0
Substitutions,79,4316315,401534,609,", Tactical",627221,0
Substitutions,83,4316315,435489,15172,", Tactical",18829,0
Substitutions,90,4316315,218118,609,", Tactical",450211,0
Substitutions,90,4316315,225984,609,", Tactical",258070,0
Cards,56,4316315,341710,609,"1. Yellow card  , Foul",0,0
Cards,63,4316315,372013,15172,"2. Yellow card  , Foul",0,0
Cards,66,4316315,225984,609,"2. Yellow card  , Diving",0,0
Goals,37,4316309,392487,10010,", Counter attack goal, 1. Goal of the Season Assist: , Pass, 2. Assist of the Season",0,162812
Substitutions,46,4316309,670965,8793,", Tactical",975191,0
Substitutions,46,4316309,1084081,8793,", Tactical",614328,0
Substitutions,57,4316309,270188,8793,", Tactical",351892,0
Substitutions,64,4316309,612162,8793,", Tactical",351738,0
Substitutions,69,4316309,205041,10010,", Tactical",875328,0
Substitutions,77,4316309,392487,10010,", Tactical",289802,0
Substitutions,77,4316309,727751,10010,", Tactical",793815,0
Substitutions,77,4316309,52896,10010,", Tactical",257740,0
Substitutions,77,4316309,743951,8793,", Tactical",1084074,0
Substitutions,85,4316309,162812,10010,", Tactical",544259,0
Cards,15,4316309,524446,10010,"2. Yellow card  , Foul",0,0
Cards,20,4316309,270188,8793,"1. Yellow card  , Foul",0,0
Cards,53,4316309,392487,10010,"2. Yellow card  , Foul",0,0
Cards,59,4316309,612162,8793,"2. Yellow card  , Foul",0,0
Cards,90,4316309,975191,8793,"2. Yellow card  , Foul",0,0
Goals,45,4316312,148765,679,", Direct free kick, 2. Goal of the Season",0,0
Goals,59,4316312,215390,679,", Own-goal",0,0
Substitutions,58,4316312,178984,1023,", Tactical",844797,0
Substitutions,58,4316312,369556,679,", Tactical",177845,0
Substitutions,58,4316312,711600,679,", Tactical",825780,0
Substitutions,58,4316312,371009,1023,", Tactical",574772,0
Substitutions,61,4316312,149572,679,", Tactical",457533,0
Substitutions,65,4316312,608216,1023,", Tactical",735573,0
Substitutions,65,4316312,1056993,1023,", Tactical",991800,0
Substitutions,72,4316312,148765,679,", Tactical",731057,0
Substitutions,72,4316312,503052,679,", Tactical",593205,0
Substitutions,82,4316312,225432,1023,", Tactical",867461,0
Cards,26,4316312,148765,679,"1. Yellow card  , Foul",0,0
Cards,34,4316312,147361,1023,"3. Yellow card  , Foul",0,0
Cards,45,4316312,971570,1023,"3. Yellow card  , Foul",0,0
Cards,45,4316312,829969,679,"Yellow card  , Dissent",0,0
Cards,46,4316312,369556,679,"2. Yellow card  , Foul",0,0
Cards,56,4316312,661245,679,"1. Yellow card  , Foul",0,0
Cards,66,4316312,844797,1023,"3. Yellow card  , Foul",0,0
Cards,67,4316312,829969,679,"Second yellow  , Foul",0,0
Cards,80,4316312,432953,1023,"1. Yellow card  , Foul",0,0
Cards,80,4316312,26267,679,"3. Yellow card  , Foul",0,0
Goals,32,4316261,856047,537,", Right-footed shot, 1. Goal of the Season Assist: , Pass, 1. Assist of the Season",0,800175
Substitutions,25,4316261,743594,537,", Injury",103381,0
Substitutions,63,4316261,800175,537,", Tactical",309193,0
Substitutions,64,4316261,884072,537,", Tactical",217886,0
Substitutions,64,4316261,868491,15172,", Tactical",18829,0
Substitutions,64,4316261,638269,15172,", Tactical",262474,0
Substitutions,79,4316261,982198,15172,", Tactical",719251,0
Substitutions,80,4316261,592347,537,", Tactical",737821,0
Substitutions,80,4316261,546036,537,", Tactical",273438,0
Substitutions,90,4316261,372013,15172,", Tactical",1226150,0
Cards,2,4316261,164015,15172,"1. Yellow card  , Foul",0,0
Cards,15,4316261,468302,537,"1. Yellow card  , Foul",0,0
Cards,21,4316261,373150,15172,"1. Yellow card  , Foul",0,0
Cards,30,4316261,103381,537,"1. Yellow card  , Foul",0,0
Cards,43,4316261,550178,15172,"1. Yellow card  , Foul",0,0
Cards,63,4316261,638269,15172,"2. Yellow card  , Foul",0,0
Cards,90,4316261,737821,537,"1. Yellow card  , Foul",0,0
Goals,20,4316260,435485,614,", Left-footed shot, 1. Goal of the Season Assist: , Pass, 1. Assist of the Season",0,397458
Goals,54,4316260,397458,614,", Right-footed shot, 2. Goal of the Season",0,0
Goals,79,4316260,689017,585,", Header, 1. Goal of the Season Assist: , Cross, 1. Assist of the Season",0,229736
